DDC,Title,description,remark
053,Dutch Historical Quarterly - Annotated Guide,A German technology serial publishing recurring reports on engineering developments and technical practice.,ai-generated
053,Swedish Scientific Serial - Annotated Guide,"A Swedish social research journal featuring studies of society, institutions, and demographic change.",ai-generated
053,German Cultural Journal - Annotated Guide,"A Dutch literary review presenting regular criticism, author profiles, and discussions of new publications.",ai-generated
053,Dutch Arts and Letters Review - Annotated Guide,"A German academic journal covering philosophy, intellectual history, and related scholarly research.",ai-generated
053,German Serial Review - Study Edition,"A Swedish historical serial publishing studies, source notes, and reviews concerning the past.",ai-generated
053,Dutch Historical Quarterly - Study Edition,"A Dutch-language cultural periodical examining museums, heritage, literature, and the arts.",ai-generated
053,Swedish Scientific Serial - Study Edition,"A German research serial presenting recurring articles in science, technology, and applied research.",ai-generated
053,German Cultural Journal - Study Edition,A Swedish journal combining scholarly essays with reviews and reports on cultural history.,ai-generated
053,Dutch Arts and Letters Review - Study Edition,"A Dutch general-interest serial offering recurring articles on history, culture, science, and society.",ai-generated
056,Spanish Historical Review,"A Spanish historical serial publishing recurring research articles, source studies, and book reviews.",ai-generated
056,Portuguese Literary Journal,"A Portuguese literary journal featuring regular criticism, essays, author studies, and reviews of new books.",ai-generated
056,Spanish Scientific Bulletin,A Spanish scientific periodical presenting continuing research reports and discussions of scientific developments.,ai-generated
056,Portuguese Cultural Review,"A Portuguese cultural review publishing recurring articles on art, literature, heritage, and public culture.",ai-generated
056,Ibero-American Social Studies Journal,"A Spanish social-science journal containing regular studies of institutions, communities, and social change.",ai-generated
056,Spanish Historical Review - Reference Edition,"A Portuguese historical serial devoted to archival sources, historical interpretation, and scholarly reviews.",ai-generated
056,Portuguese Literary Journal - Reference Edition,"A Spanish literary periodical presenting essays on poetry, fiction, literary movements, and criticism.",ai-generated
056,Spanish Scientific Bulletin - Reference Edition,"A Portuguese scientific bulletin reporting research results, technical observations, and academic notices.",ai-generated
056,Portuguese Cultural Review - Reference Edition,"A Spanish arts journal covering exhibitions, visual culture, music, and artistic criticism.",ai-generated
056,Ibero-American Social Studies Journal - Reference Edition,"A Portuguese journal of history publishing studies of political, economic, and social developments.",ai-generated
056,Spanish Historical Review - Research Guide,"A Spanish-language academic serial devoted to philosophy, ideas, and intellectual history.",ai-generated
056,Portuguese Literary Journal - Research Guide,"A Portuguese cultural periodical examining museums, heritage sites, literature, and artistic traditions.",ai-generated
056,Spanish Scientific Bulletin - Research Guide,"A Spanish geography serial featuring recurring studies of landscapes, regions, population, and place.",ai-generated
056,Portuguese Cultural Review - Research Guide,A Portuguese social research journal presenting empirical studies of communities and institutions.,ai-generated
056,Ibero-American Social Studies Journal - Research Guide,"A Spanish educational periodical publishing continuing research on teaching, schools, and educational policy.",ai-generated
056,Spanish Historical Review - Historical Survey,"A Portuguese literary review combining criticism, interviews, bibliographic notes, and essays.",ai-generated
056,Portuguese Literary Journal - Historical Survey,"A Spanish scientific journal focused on medicine, biology, and related research topics.",ai-generated
056,Spanish Scientific Bulletin - Historical Survey,"A Portuguese historical review presenting documents, interpretive essays, and assessments of historical scholarship.",ai-generated
056,Portuguese Cultural Review - Historical Survey,"A Spanish cultural serial discussing theatre, music, literature, and changing cultural practices.",ai-generated
056,Ibero-American Social Studies Journal - Historical Survey,A Portuguese academic journal publishing studies in the humanities and social sciences.,ai-generated
056,Spanish Historical Review - Annotated Guide,"A Spanish-language periodical devoted to archaeology, historical sites, material culture, and heritage.",ai-generated
056,Portuguese Literary Journal - Annotated Guide,A Portuguese science serial presenting recurring reports on environmental and natural-science research.,ai-generated
056,Spanish Scientific Bulletin - Annotated Guide,"A Spanish journal of public affairs covering institutions, policy debates, and social developments.",ai-generated
056,Portuguese Cultural Review - Annotated Guide,"A Portuguese arts and letters review featuring essays, criticism, and notices about cultural production.",ai-generated
056,Ibero-American Social Studies Journal - Annotated Guide,"A Spanish historical journal emphasizing local history, archival evidence, and regional studies.",ai-generated
056,Spanish Historical Review - Study Edition,"A Portuguese social-science serial examining family, work, education, and community life.",ai-generated
056,Portuguese Literary Journal - Study Edition,"A Spanish literary periodical devoted to comparative literature, translation, and criticism.",ai-generated
056,Spanish Scientific Bulletin - Study Edition,A Portuguese scientific review presenting research summaries and discussions of technical progress.,ai-generated
056,Portuguese Cultural Review - Study Edition,"A Spanish-language cultural journal bringing together historical essays, art criticism, and literary commentary.",ai-generated
056,Ibero-American Social Studies Journal - Study Edition,"A Portuguese general academic serial containing recurring contributions from the humanities, sciences, and social sciences.",ai-generated
057,Russian Historical Journal,A Russian historical journal publishing recurring research on political and social developments.,ai-generated
057,Polish Literary Review,"A Polish literary serial featuring criticism, essays, author studies, and reviews of new works.",ai-generated
057,Czech Scientific Bulletin,A Czech scientific bulletin presenting continuing research findings and scholarly reports.,ai-generated
057,Serbian Cultural Review,"A Ukrainian cultural periodical covering literature, visual arts, music, and heritage.",ai-generated
057,Slavic Studies Quarterly,"A Russian philosophy journal publishing regular studies of ideas, thinkers, and intellectual history.",ai-generated
057,Russian Historical Journal - Reference Edition,"A Polish historical review presenting archival documents, source criticism, and historical interpretation.",ai-generated
057,Polish Literary Review - Reference Edition,"A Czech literary journal devoted to poetry, fiction, criticism, and literary history.",ai-generated
057,Czech Scientific Bulletin - Reference Edition,A Ukrainian scientific serial reporting research developments in the natural and applied sciences.,ai-generated
057,Serbian Cultural Review - Reference Edition,"A Russian cultural journal featuring recurring essays on art, theatre, music, and literature.",ai-generated
057,Slavic Studies Quarterly - Reference Edition,"A Polish social-science periodical studying institutions, communities, and social transformation.",ai-generated
057,Russian Historical Journal - Research Guide,A Czech historical serial combining research articles with reviews of historical publications.,ai-generated
057,Polish Literary Review - Research Guide,"A Ukrainian literary review presenting criticism, author profiles, and discussions of literary movements.",ai-generated
057,Czech Scientific Bulletin - Research Guide,"A Russian academic journal devoted to linguistics, language history, and textual studies.",ai-generated
057,Serbian Cultural Review - Research Guide,"A Polish scientific periodical carrying reports on medicine, biology, and environmental research.",ai-generated
057,Slavic Studies Quarterly - Research Guide,"A Czech cultural serial examining museums, heritage, literature, and artistic traditions.",ai-generated
057,Russian Historical Journal - Historical Survey,"A Ukrainian historical journal focusing on regional history, archival evidence, and historical memory.",ai-generated
057,Polish Literary Review - Historical Survey,A Russian technology serial publishing recurring reports on engineering and applied science.,ai-generated
057,Czech Scientific Bulletin - Historical Survey,"A Polish educational journal presenting studies of schools, pedagogy, and educational policy.",ai-generated
057,Serbian Cultural Review - Historical Survey,"A Czech social research periodical analyzing demographic, economic, and institutional change.",ai-generated
057,Slavic Studies Quarterly - Historical Survey,"A Ukrainian arts journal covering exhibitions, music, theatre, and cultural criticism.",ai-generated
057,Russian Historical Journal - Annotated Guide,"A Russian-language serial combining scholarly articles, bibliographic notices, and academic reviews.",ai-generated
057,Polish Literary Review - Annotated Guide,"A Polish cultural periodical presenting essays on history, literature, and the arts.",ai-generated
057,Czech Scientific Bulletin - Annotated Guide,"A Czech journal of philosophy publishing research on logic, ethics, and intellectual history.",ai-generated
057,Serbian Cultural Review - Annotated Guide,A Ukrainian science bulletin presenting continuing research reports and technical observations.,ai-generated
057,Slavic Studies Quarterly - Annotated Guide,"A Russian historical review devoted to biographies, archival sources, and historical interpretation.",ai-generated
057,Russian Historical Journal - Study Edition,"A Polish literary serial examining authors, genres, translation, and literary criticism.",ai-generated
057,Polish Literary Review - Study Edition,"A Czech academic journal covering cultural history, social studies, and the humanities.",ai-generated
057,Czech Scientific Bulletin - Study Edition,An Ukrainian scientific review presenting research summaries and discussions of new findings.,ai-generated
057,Serbian Cultural Review - Study Edition,"A Russian cultural journal exploring literature, art, music, and public cultural institutions.",ai-generated
057,Slavic Studies Quarterly - Study Edition,A Polish general scholarly serial containing recurring studies across the humanities and social sciences.,ai-generated
058,Swedish Cultural Journal,"A Swedish historical journal publishing recurring studies, source notes, and reviews of historical scholarship.",ai-generated
058,Danish Historical Review,"A Danish literary serial featuring essays, criticism, author studies, and notices of new books.",ai-generated
058,Norwegian Literary Quarterly,A Norwegian scientific periodical presenting continuing research reports and technical observations.,ai-generated
058,Scandinavian Science Bulletin,"An Icelandic cultural journal covering literature, heritage, music, and visual arts.",ai-generated
058,Icelandic Cultural Review,"A Swedish social-science serial examining institutions, communities, and demographic developments.",ai-generated
058,Swedish Cultural Journal - Reference Edition,A Danish historical review publishing archival studies and interpretations of political and social change.,ai-generated
058,Danish Historical Review - Reference Edition,"A Norwegian literary journal devoted to poetry, fiction, criticism, and literary history.",ai-generated
058,Norwegian Literary Quarterly - Reference Edition,"An Icelandic scientific bulletin reporting research on nature, environment, and regional conditions.",ai-generated
058,Scandinavian Science Bulletin - Reference Edition,"A Swedish arts periodical presenting recurring criticism of exhibitions, theatre, music, and design.",ai-generated
058,Icelandic Cultural Review - Reference Edition,"A Danish academic serial publishing studies in philosophy, history, and the humanities.",ai-generated
058,Swedish Cultural Journal - Research Guide,"A Norwegian historical journal focusing on local history, archival sources, and historical memory.",ai-generated
058,Danish Historical Review - Research Guide,"An Icelandic literary review featuring essays on authors, texts, and literary traditions.",ai-generated
058,Norwegian Literary Quarterly - Research Guide,"A Swedish-language scientific journal covering biology, environmental research, and natural science.",ai-generated
058,Scandinavian Science Bulletin - Research Guide,"A Danish cultural serial examining museums, heritage, literature, and artistic practice.",ai-generated
058,Icelandic Cultural Review - Research Guide,"A Norwegian social research periodical studying family, work, education, and public institutions.",ai-generated
058,Swedish Cultural Journal - Historical Survey,"An Icelandic historical serial presenting documents, historical essays, and reviews.",ai-generated
058,Danish Historical Review - Historical Survey,"A Swedish educational journal publishing research on teaching, schools, and educational policy.",ai-generated
058,Norwegian Literary Quarterly - Historical Survey,"A Danish science periodical reporting developments in medicine, technology, and applied research.",ai-generated
058,Scandinavian Science Bulletin - Historical Survey,"A Norwegian cultural journal covering music, theatre, literature, and the visual arts.",ai-generated
058,Icelandic Cultural Review - Historical Survey,An Icelandic academic serial combining research articles with bibliographic and scholarly notices.,ai-generated
058,Swedish Cultural Journal - Annotated Guide,"A Swedish literary review devoted to criticism, translation, authors, and literary movements.",ai-generated
058,Danish Historical Review - Annotated Guide,"A Danish social-science journal analyzing communities, institutions, and public policy.",ai-generated
058,Norwegian Literary Quarterly - Annotated Guide,"A Norwegian historical review presenting recurring research on political, economic, and cultural history.",ai-generated
058,Scandinavian Science Bulletin - Annotated Guide,"An Icelandic arts periodical discussing exhibitions, crafts, architecture, and cultural heritage.",ai-generated
058,Icelandic Cultural Review - Annotated Guide,"A Swedish philosophy serial publishing studies of ethics, logic, and intellectual history.",ai-generated
058,Swedish Cultural Journal - Study Edition,A Danish educational review containing research reports and discussions of pedagogy.,ai-generated
058,Danish Historical Review - Study Edition,"A Norwegian environmental journal presenting continuing studies of landscapes, ecosystems, and natural resources.",ai-generated
058,Norwegian Literary Quarterly - Study Edition,"An Icelandic cultural review examining folklore, language, literature, and national heritage.",ai-generated
058,Scandinavian Science Bulletin - Study Edition,A Swedish scholarly serial combining humanities research with bibliographic notices and reviews.,ai-generated
058,Icelandic Cultural Review - Study Edition,"A Danish general academic periodical publishing recurring contributions on history, culture, and society.",ai-generated
075,Italian Daily Newspaper,"An Italian daily newspaper reporting national political developments, economic news, and public affairs.",ai-generated
075,Milan Regional Newspaper,"A Milan newspaper concentrating on municipal government, local business, cultural events, and community issues.",ai-generated
075,Rome Daily News,"A Roman daily covering parliamentary politics, civic administration, arts, and metropolitan life.",ai-generated
075,Italian National News Journal,"A Venetian newspaper reporting regional commerce, local government, tourism, and cultural activities.",ai-generated
075,Venice Newspaper Record,"A Naples newspaper presenting recurring reports on civic affairs, industry, culture, and local events.",ai-generated
075,Italian Daily Newspaper - Reference Edition,"An Italian newspaper focused on national economic policy, finance, employment, and business.",ai-generated
075,Milan Regional Newspaper - Reference Edition,"A Turin daily covering industry, transportation, municipal affairs, and regional cultural life.",ai-generated
075,Rome Daily News - Reference Edition,"A Florence newspaper emphasizing art, heritage, local government, education, and community news.",ai-generated
075,Italian National News Journal - Reference Edition,"A Bologna daily reporting university affairs, politics, commerce, and cultural events.",ai-generated
075,Venice Newspaper Record - Reference Edition,"A Genoa newspaper covering the port, shipping, commerce, civic administration, and regional news.",ai-generated
075,Italian Daily Newspaper - Research Guide,An Italian national paper combining political reporting with cultural criticism and public notices.,ai-generated
075,Milan Regional Newspaper - Research Guide,"A Palermo newspaper focusing on Sicilian regional affairs, local government, commerce, and society.",ai-generated
075,Rome Daily News - Research Guide,"A newspaper serving Rome with recurring reports on public institutions, transport, and city life.",ai-generated
075,Italian National News Journal - Research Guide,"A Milan-based paper emphasizing industry, finance, business developments, and urban affairs.",ai-generated
075,Venice Newspaper Record - Research Guide,"An Italian regional newspaper reporting agriculture, local economies, education, and civic events.",ai-generated
075,Italian Daily Newspaper - Historical Survey,"A newspaper from Venice presenting reports on heritage, waterways, commerce, and municipal affairs.",ai-generated
075,Milan Regional Newspaper - Historical Survey,A Turin daily featuring political coverage alongside industrial and social reporting.,ai-generated
075,Rome Daily News - Historical Survey,"A Florence newspaper combining regional news with coverage of museums, arts, and cultural institutions.",ai-generated
075,Italian National News Journal - Historical Survey,"A Naples newspaper covering public services, neighborhood affairs, commerce, and cultural activities.",ai-generated
075,Venice Newspaper Record - Historical Survey,"An Italian newspaper providing recurring coverage of national elections, legislation, and public policy.",ai-generated
075,Italian Daily Newspaper - Annotated Guide,"A Genoa regional paper emphasizing maritime trade, shipping, and port-related economic activity.",ai-generated
075,Milan Regional Newspaper - Annotated Guide,"A Bologna newspaper reporting on education, research, civic government, and regional culture.",ai-generated
075,Rome Daily News - Annotated Guide,"A Palermo daily presenting news about Sicily's economy, institutions, communities, and cultural life.",ai-generated
075,Italian National News Journal - Annotated Guide,"An Italian newspaper focused on national arts, literature, theatre, and cultural institutions.",ai-generated
075,Venice Newspaper Record - Annotated Guide,"A Roman paper covering local politics, courts, transportation, and public administration.",ai-generated
075,Italian Daily Newspaper - Study Edition,"A Milan daily reporting on markets, manufacturing, finance, and metropolitan development.",ai-generated
